genus_vernacular;species_vernacular;genus_scientific;genus_author;species_scientific;primary_use;secondary_use;wild
Aster, Staudenaster;Glattblatt-A., Neubelgien-A.;Aster;L.;A. novi-belgii;Z;NA;W
Aster, Staudenaster;Kissen-A.;Aster;L.;NA;NA;NA;NA
Aster, Staudenaster;Glatte A.;Aster;L.;A. laevis;Z;NA;W
Aster, Staudenaster;Bunte A.;Aster;L.;A. versicolor;Z;NA;W
Aster, Staudenaster;Myrten-A., Septemberkraut;Aster;L.;A. ericoides;Z;NA;NA
Aster, Staudenaster;Schneeflocken-A.;Aster;L.;NA;NA;NA;NA
Aster, Staudenaster;Sparrige A.;Aster;L.;A. lateriflorus;Z;NA;NA
Aster, Staudenaster;Lanzett-A., Lanzettblättrige A.;Aster;L.;A. lanceolatus;Z;NA;W
Berufkraut, Feinstrahl;Orangefarbenes B.;Erigeron;L.;E. aurantiacus;Z;NA;NA
Berufkraut, Feinstrahl;Gold-B.;Erigeron;L.;E. aureus;Z;NA;NA
Berufkraut, Feinstrahl;Goldaster-B;Erigeron;L.;NA;NA;NA;NA
Berufkraut, Feinstrahl;Zusammengesetztes B., Fiederschnittiges B.;Erigeron;L.;E. compositus;Z;NA;NA
Berufkraut, Feinstrahl;Karwinsky-B., Spanisches Gänseblümchen;Erigeron;L.;E. karvinskianus;Z;NA;NA
Berufkraut, Feinstrahl;Einjähriger Feinstrahl;Erigeron;L.;E. annuus;Z;NA;W
Berufkraut, Feinstrahl;Strand-B.;Erigeron;L.;E. glaucus;Z;NA;NA
Berufkraut, Feinstrahl;Peitschen-B.;Erigeron;L.;E. flagellaris;Z;NA;NA
Berufkraut, Feinstrahl;Hübsches B., Robin-Wegerich;Erigeron;L.;E. pulchellus;Z;NA;NA
Berufkraut, Feinstrahl;Philadelphia-Feinstrahl;Erigeron;L.;E. philadelphicus;Z;NA;W
Berufkraut, Feinstrahl;Ansehnliches B.;Erigeron;L.;E. speciosus;Z;NA;NA
Berufkraut, Feinstrahl;Rocky-Mountain-B;Erigeron;L.;E. coulteri;Z;NA;NA
Berufkraut, Feinstrahl;Glattes B.;Erigeron;L.;B. laevigata;Z;NA;NA
Berufkraut, Feinstrahl;Alpen-B.;Erigeron;L.;A. alpinus;Z;NA;W
Berufkraut, Feinstrahl;Alpen-B.;Erigeron;L.;A. alpinus;Z;NA;NA
Berufkraut, Feinstrahl;Alpen-B.;Erigeron;L.;A. alpinus;Z;NA;W
Berufkraut, Feinstrahl;Alpen-B.;Erigeron;L.;A. alpinus;Z;NA;NA
Berufkraut, Feinstrahl;Bach-B.;Erigeron;L.;E. glabellus;Z;NA;NA
Berufkraut, Feinstrahl;Einköpfiges B.;Erigeron;L.;E. uniflorus;Z;NA;W
Berufkraut, Feinstrahl;Niedriger F.;Erigeron;L.;NA;NA;NA;NA
Berufkraut, Feinstrahl;Attisches B.;Erigeron;L.;NA;NA;NA;NA
Berufkraut, Feinstrahl;Verkanntes B.;Erigeron;L.;NA;NA;NA;NA
Kapaster;Zarte K.;Felicia;CASS.;F. tenella;Z;NA;NA
Kapaster;Schöne K.;Felicia;CASS.;F. amoena;Z;NA;NA
Kapaster;Blaue K.;Felicia;CASS.;T. azureum;Z;NA;NA
Kapaster;Blaue K.;Felicia;CASS.;T. azureum;Z;NA;NA
Kapaster;Eisvogel-K.;Felicia;CASS.;F. bergeriana;Z;NA;NA
Kapaster;Verschiedenblättrige K.;Felicia;CASS.;NA;NA;NA;NA
Kapaster;Katzenpfötchen;Felicia;CASS.;NA;NA;NA;NA
Kapaster;Mittleres K.;Felicia;CASS.;A. alpina;Z;NA;NA
Kapaster;Karpaten-K.;Felicia;CASS.;A. carpatica;Z;NA;NA
Kapaster;Wegerichblättriges K.;Felicia;CASS.;A. plantaginifolia;Z;NA;NA
Kapaster;Feld-K.;Felicia;CASS.;NA;NA;NA;NA
Kapaster;Gewöhnliches K.;Felicia;CASS.;A. dioica;Z;NA;W
Kapaster;Gewöhnliches K.;Felicia;CASS.;A. dioica;Z;N;NA
Kapaster;Kleinblättriges K.;Felicia;CASS.;A. parvifolia;Z;NA;NA
Perlpfötchen, Perlkörbchen, Perlkraut;Nepal-P.;Anaphalis;DC.;A. nepalensis;Z;NA;NA
Perlpfötchen, Perlkörbchen, Perlkraut;Chinesisches P;Anaphalis;DC.;A. sinica;Z;NA;NA
Perlpfötchen, Perlkörbchen, Perlkraut;Nordjapanisches P.;Anaphalis;DC.;A. alpicola;Z;NA;NA
Perlpfötchen, Perlkörbchen, Perlkraut;Royle-P.;Anaphalis;DC.;A. royleana;Z;NA;NA
Perlpfötchen, Perlkörbchen, Perlkraut;Großblütiges P., Silberimmortelle;Anaphalis;DC.;A. margaritacea;Z;NA;W
Perlpfötchen, Perlkörbchen, Perlkraut;Dreinerviges P., Himalaja-Immortelle;Anaphalis;DC.;A. triplinervis;Z;NA;NA
Silberkissen;Südliches S.;Raoulia;HOOK.;R. australis f.;Z;NA;NA
Silberkissen;Kahles S;Raoulia;HOOK.;R. glabra f.;Z;NA;NA
Edelweiß;Japan-E.;Leontopodium;R.;L. japonicum;Z;NA;NA
Edelweiß;Soulie-E.;Leontopodium;R.;L. souliei;Z;NA;NA
Edelweiß;Schönköpfiges E.;Leontopodium;R.;L. calocephalum;Z;NA;NA
Edelweiß;Strachey-E.;Leontopodium;R.;NA;NA;NA;NA
Edelweiß;Alpen-E.;Leontopodium;R.;G. alpina;Z;NA;NA
Edelweiß;Alpen-E.;Leontopodium;R.;G. alpina;Z;NA;NA
Edelweiß;Echtes Alpen-E;Leontopodium;R.;NA;NA;NA;NA
Edelweiß;Schnee-E.;Leontopodium;R.;NA;NA;NA;NA
Edelweiß;Himalaja-E;Leontopodium;R.;NA;NA;NA;NA
Edelweiß;Sibirisches E.;Leontopodium;R.;L. leontopodioides;Z;NA;NA
Edelweiß;Palibin-E;Leontopodium;R.;L. palibinianum;Z;NA;NA
Edelweiß;Ockerweißes E.;Leontopodium;R.;L. ochroleucum;Z;NA;NA
Ruhrkraut;Norwegisches R.;Gnaphalium;L.;G. norvegicum;Z;NA;W
Ruhrkraut;Zwerg-R.;Gnaphalium;L.;G. supinum;Z;NA;W
Ruhrkraut;Zwerg-R.;Gnaphalium;L.;G. supinum;Z;NA;W
Ruhrkraut;Hoppe-R.;Gnaphalium;L.;G. hoppeanum;Z;NA;W
Kugelkopf, Silberdrahtbusch;Kugelkopf, Silberdrahtbusch, Calocephalus;Leucophyta;R. BR.;L. brownii;Z;NA;NA
Sonnenflügel;Humboldt-S., Sonnenkind;Rhodanthe;LINDL.;Rh. humboldtiana;Z;NA;NA
Sonnenflügel;Rosen-S., Rosen-Immortelle;Rhodanthe;LINDL.;Rh. manglesii;Z;NA;NA
Sonnenflügel;Rosa S., Rosa Papierblümchen;Rhodanthe;LINDL.;Rh. chlorocephala;Z;NA;NA
Sonnenflügel;Schirmtraubiger S.;Rhodanthe;LINDL.;Rh. corymbiflora;Z;NA;NA
Strohblume, Immortelle;Garten-St.;Helichrysum;MILL.;V. wittrockiana;Z;NA;NA
Strohblume, Immortelle;Garten-St.;Helichrysum;MILL.;V. wittrockiana;Z;NA;NA
Strohblume, Immortelle;Lakritz-St.;Helichrysum;MILL.;H. petiolare;Z;NA;NA
Strohblume, Immortelle;Gänseblümchen-St.;Helichrysum;MILL.;H. bellidioides;Z;NA;NA
Strohblume, Immortelle;Milford-St.;Helichrysum;MILL.;H. milfordiae;Z;NA;NA
Strohblume, Immortelle;Athos-St.;Helichrysum;MILL.;S. sancta;Z;NA;NA
Strohblume, Immortelle;Korsische St., Korsisches Edelweiß;Helichrysum;MILL.;H. frigidum;Z;NA;NA
Strohblume, Immortelle;Grannenspitzige St;Helichrysum;MILL.;H. api-culatum;Z;NA;NA
Strohblume, Immortelle;Sand-St.;Helichrysum;MILL.;H. arenarium;Z;NA;W
Strohblume, Immortelle;Anatolische St.;Helichrysum;MILL.;H. plicatum;Z;NA;NA
Strohblume, Immortelle;Orient-St.;Helichrysum;MILL.;H. orientale;Z;NA;NA
Strohblume, Immortelle;Tienschan-St.;Helichrysum;MILL.;NA;NA;NA;NA
Strohblume, Immortelle;Grannenspitzige St;Helichrysum;MILL.;H. api-culatum;Z;NA;NA
Strohblume, Immortelle;Italienische St., Currystrauch;Helichrysum;MILL.;H. italicum;Z;NA;NA
Strohblume, Immortelle;Glänzende St., Duftende St.;Helichrysum;MILL.;H. stoechas;Z;NA;NA
Papierknöpfchen;Papierknöpfchen, Sandimmortelle;Ammobium;R.;A. alatum;Z;NA;NA
Alant;Traubiger A;Inula;L.;I. racemosa f.;Z;NA;NA
Alant;Echter A., Helenenkraut;Inula;L.;I. helenium;N;Z;NA
Alant;Großer A.;Inula;L.;I. magnifica;Z;NA;NA
Alant;Großkopfiger A.;Inula;L.;I. macrocephala;Z;NA;NA
Alant;Zwerg-A.;Inula;L.;NA;NA;NA;NA
Alant;Kopfiger A.;Inula;L.;I. macrocephala;Z;NA;NA
Alant;Weidenblättriger A.;Inula;L.;I. salicina;Z;NA;W
Alant;Sparriger A.;Inula;L.;NA;NA;NA;NA
Alant;Schwert-A;Inula;L.;I. ensifolia;Z;NA;NA
Alant;Rauer A.;Inula;L.;M. incanum;Z;NA;W
Alant;Christusaugen-A.;Inula;L.;I. oculus-christi;Z;NA;NA
Alant;Schneeweißer A.;Inula;L.;I. candida;Z;NA;NA
Alant;Royle-A.;Inula;L.;I. royleana;Z;NA;NA
Alant;Kolchischer A.;Inula;L.;I. orientalis;Z;NA;NA
Alant;Hooker-A.;Inula;L.;I. hookeri;Z;NA;NA
Alant;Bärtiger A.;Inula;L.;NA;NA;NA;NA
Rindsauge, Ochsenauge;Ochsenauge;Buphthalmum;L.;NA;NA;NA;NA
Telekie;Große T.;Telekia;BAUMG.;N. lutea;Z;NA;W
Telekie;Große T.;Telekia;BAUMG.;N. lutea;Z;NA;W
Telekie;Kleine T.;Telekia;BAUMG.;T. speciosissima;Z;NA;NA
Craspedie, Trommelstock, Trommelschlägel;Kuglige C.;Craspedia;G.;C. globosa;Z;NA;NA
Craspedie, Trommelstock, Trommelschlägel;Forster-C., Wollkopf;Craspedia;G.;C. uniflora;Z;NA;NA
Craspedie, Trommelstock, Trommelschlägel;Kleine C.;Craspedia;G.;NA;NA;NA;NA
Craspedie, Trommelstock, Trommelschlägel;Alpine C;Craspedia;G.;C. alpina f.;Z;NA;NA
Craspedie, Trommelstock, Trommelschlägel;Silbergraue C.;Craspedia;G.;C. incana;Z;NA;NA
Sternauge;Stechendes St.;Pallenis;CASS.;P. spinosa;Z;NA;NA
Strandstern;Einjähriger St.;Asteriscus;MILL.;A. aquaticus;Z;NA;NA
Strandstern;Zwerg-St., Rose von Jericho;Asteriscus;MILL.;NA;NA;NA;NA
Strandstern;Küsten-St., Dukatenblume;Asteriscus;MILL.;A. maritimus;Z;NA;NA
Silphie;Geschlitzte S., Kompasspflanze;Silphium;L.;S. laciniatum;Z;NA;NA
Silphie;Durchwachsene S., Becherpflanze;Silphium;L.;S. perfoliatum;N;Z;NA
Silphie;Quirlblättrige S.;Silphium;L.;S. trifoliatum;Z;NA;NA
Silphie;Lindheimerie, Texasstern;Silphium;L.;NA;NA;NA;NA
Silphie;Texas-L., Texasstern;Silphium;L.;L. texana;Z;NA;NA
Goldkörbchen;Virginisches G.;Silphium;L.;Ch. virginianum;Z;NA;NA
Zinnie;Schmalblättrige Z.;Zinnia;L.;Z. angustifolia;Z;NA;NA
Zinnie;Garten;Zinnia;L.;NA;NA;NA;NA
Zinnie;Zinnie;Zinnia;L.;NA;NA;NA;NA
Zinnie;Haage-Zinnie;Zinnia;L.;Z. haageana;Z;NA;NA
Zinnie;Peruanische Z.;Zinnia;L.;Z. peruviana;Z;NA;NA
Goldrandblümchen, Sanvitalie;Mexikanisches G.;Sanvitalia;LAM.;S. procumbens;Z;NA;NA
Husarenknopf, Parakresse;Husarenknopf, Parakresse;Acmella;RICH.;NA;NA;NA;NA
Sonnenauge;Garten-S.;Heliopsis;PERS.;A. rosea;Z;NA;NA
Sonnenauge;Garten-S.;Heliopsis;PERS.;A. rosea;Z;NA;NA
Sonnenhut;Schlitzblättriger S., Goldball, Langer Heinrich;Rudbeckia;L.;R. laciniata;Z;NA;W
Sonnenhut;Schwachfilziger S;Rudbeckia;L.;R. subtomentosa;Z;NA;NA
Sonnenhut;Dreilappiger S.;Rudbeckia;L.;R. triloba;Z;NA;NA
Sonnenhut;Großer S.;Rudbeckia;L.;R. maxima;Z;NA;NA
Sonnenhut;Glänzender S.;Rudbeckia;L.;S. splendens;Z;NA;NA
Sonnenhut;Glänzender S.;Rudbeckia;L.;S. splendens;Z;NA;NA
Sonnenhut;Gewöhnlicher S.;Rudbeckia;L.;L. vulgare;Z;NA;W
Sonnenhut;Gewöhnlicher S.;Rudbeckia;L.;L. vulgare;Z;NA;NA
Sonnenhut;Rauer S.;Rudbeckia;L.;R. hirta;Z;NA;W
Sonnenhut;Großblütiger S.;Rudbeckia;L.;O. bowiei;Z;NA;NA
Sonnenhut;Strahlloser S.;Rudbeckia;L.;NA;NA;NA;NA
Igelkopf, Scheinsonnenhut;Roter I., Roter Sch.;Echinacea;MOENCH;E. purpurea;N;Z;NA
Igelkopf, Scheinsonnenhut;Schmalblättriger I.;Echinacea;MOENCH;E. angustifolia;N;Z;NA
Igelkopf, Scheinsonnenhut;Schmalblättriger I.;Echinacea;MOENCH;E. angustifolia;Z;NA;W
Igelkopf, Scheinsonnenhut;Prärie-I., Blasser I.;Echinacea;MOENCH;NA;NA;NA;NA
Präriesonnenhut;Nickender P.;Ratibida;RAF.;R. pinnata;Z;NA;NA
Tithonie;Rundblättrige T.;Tithonia;JUSS.;C. rotundifolia;Z;NA;NA
Tithonie;Verschiedenblättrige T.;Tithonia;JUSS.;NA;NA;NA;NA
Wedelie;Dreilappige W., Goldstern-W.;Wedelia;JACQ.;W. trilobata;Z;NA;NA
Sonnenblume;Mehrstänglige S;Helianthus;L.;NA;NA;NA;NA
Sonnenblume;Gewöhnliche S.;Helianthus;L.;A. syriaca;Z;N;NA
Sonnenblume;Gewöhnliche S.;Helianthus;L.;A. syriaca;Z;NA;NA
Sonnenblume;Gewöhnliche S.;Helianthus;L.;A. syriaca;Z;NA;W
Sonnenblume;Silberblatt-S.;Helianthus;L.;S. argentea;Z;NA;NA
Sonnenblume;Silberblatt-S.;Helianthus;L.;S. argentea;Z;NA;NA
Sonnenblume;Weidenblättrige S;Helianthus;L.;H. salicifolius;Z;NA;NA
Sonnenblume;Bastard-S., Blühfreudige S.;Helianthus;L.;H. × laetiflorus;Z;NA;W
Sonnenblume;Wenigblütige S.;Helianthus;L.;H. pauciflorus;Z;NA;NA
Sonnenblume;Schwarzrote S.;Helianthus;L.;H. atrorubens;Z;NA;NA
Sonnenblume;Riesen-S.;Helianthus;L.;H. giganteus;Z;NA;NA
Sonnenblume;Riesen-S.;Helianthus;L.;H. giganteus;Z;NA;NA
Sonnenblume;Riesen-S.;Helianthus;L.;H. giganteus;N;NA;W
Sonnenblume;Maximilian-S.;Helianthus;L.;NA;NA;NA;NA
Sonnenblume;Gämswurz-S.;Helianthus;L.;H. × doronicoides;Z;NA;NA
Sonnenblume;Topinambur;Helianthus;L.;H. tuberosus;N;Z;NA
Sonnenblume;Zehnstrahlige S.;Helianthus;L.;H. decapetalus;Z;NA;NA
Sonnenblume;Kropfige S.;Helianthus;L.;NA;NA;NA;NA
Sonnenblume;Kleinköpfige S;Helianthus;L.;H.microcephalus;Z;NA;NA
Zwergsonnenblume;Fünfnervige Z.;Helianthella;TORR.;H. quinquenervis;Z;NA;NA
Zwergsonnenblume;Kalifornische Z.;Helianthella;TORR.;H. californica;Z;NA;NA
Zwergsonnenblume;Diablo-Z.;Helianthella;TORR.;NA;NA;NA;NA
Kronbart, Verbesine;Goldner K., Einjährige V.;Verbesina;L.;V. encelioides;Z;NA;NA
Kronbart, Verbesine;Gegenblättriger K.;Verbesina;L.;V. occidentalis;Z;NA;NA
Kronbart, Verbesine;Gelber K.;Verbesina;L.;V. alternifolia;Z;NA;NA
Kronbart, Verbesine;Sonnenblumen-K.;Verbesina;L.;V. helianthoides;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Rosa M., Rosa Schöngesicht;Coreopsis;L.;C. rosea;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Vogelfuß-M.;Coreopsis;L.;C. palmata;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Großes M.;Coreopsis;L.;F. ulmaria;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Hohes M.;Coreopsis;L.;C. tripteris;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Scheinquirl-M;Coreopsis;L.;C. verticillata;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Netzblattstern;Coreopsis;L.;NA;NA;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Wald-M.;Coreopsis;L.;C. auriculata;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Lanzettblättriges M.;Coreopsis;L.;C. lanceolata;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Großblumiges M.;Coreopsis;L.;C. grandiflora;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Bigelow-M.;Coreopsis;L.;C. bigelovii;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Stillman-M.;Coreopsis;L.;NA;NA;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Douglas-M.;Coreopsis;L.;C. douglasii;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Kronen-M;Coreopsis;L.;C. nuecensis;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Färber-M.;Coreopsis;L.;A. tinctoria;Z;NA;W
Mädchenauge, Schöngesicht, Wanzenblume;Färber-M.;Coreopsis;L.;A. tinctoria;Z;NA;NA
Mädchenauge, Schöngesicht, Wanzenblume;Texas-M.;Coreopsis;L.;C. basalis;Z;NA;NA
Dahlie, Georgine;Scharlach-D.;Dahlia;NA;D. coccinea;Z;NA;NA
Dahlie, Georgine;Merck-D.;Dahlia;NA;D. merckii;Z;NA;NA
Dahlie, Georgine;Großfiedrige D.;Dahlia;NA;D. pinnata;Z;NA;NA
Dahlie, Georgine;Garten-Dahlie;Dahlia;NA;NA;NA;NA;NA
Zweizahn;Rio-Grande-Z.;Bidens;L.;B. subalternans;Z;NA;NA
Zweizahn;Dreinerviger Z.;Bidens;L.;B. triplinervia;Z;NA;NA
Zweizahn;Ferula-Z;Bidens;L.;B. ferulifolia;Z;NA;NA
Zweizahn;Goldmarie;Bidens;L.;NA;NA;NA;NA
Zweizahn;Gold-Z.;Bidens;L.;B. aurea;Z;NA;NA
Kosmee, Schmuckkörbchen;Garten-K.;Cosmos;CAV.;C. pepo;Z;N;NA
Kosmee, Schmuckkörbchen;Garten-K.;Cosmos;CAV.;C. pepo;N;NA;W
Kosmee, Schmuckkörbchen;Garten-K.;Cosmos;CAV.;C. pepo;N;NA;W
Kosmee, Schmuckkörbchen;Garten-K.;Cosmos;CAV.;C. pepo;Z;NA;NA
Kosmee, Schmuckkörbchen;Gelbe K.;Cosmos;CAV.;P. aurea;Z;NA;NA
Kosmee, Schmuckkörbchen;Schwarzrote K., Schokoladenblümchen;Cosmos;CAV.;C. atrosanguineus;Z;NA;NA
Layia;Weiße L.;Layia;HOOK.;L. albus subsp. albus;N;NA;NA
Layia;Weiße L.;Layia;HOOK.;L. albus subsp. albus;Z;NA;NA
Layia;Gewöhnliche L.;Layia;HOOK.;L. platyglossa;Z;NA;NA
Layia;Wucherblumen-L.;Layia;HOOK.;L. chrysanthemoides;Z;NA;NA
Palafoxie;Hooker-P.;Palafoxia;LAG.;P. hookeriana;Z;NA;NA
Palafoxie;Texas-P.;Palafoxia;LAG.;P. texana;Z;NA;NA
Wollblatt;Großes W.;Eriophyllum;LAG.;A. sylvestris;Z;NA;NA
Sterntaler;Sumpf-St.;Melampodium;L.;G. palustre;Z;NA;W
Sterntaler;Sumpf-St.;Melampodium;L.;G. palustre;Z;NA;NA
Sonnenbraut;Gewöhnliche S;Helenium;L.;A. syriaca;Z;NA;NA
Sonnenbraut;Spatelblättrige S.;Helenium;L.;H. hoopesii;Z;NA;NA
Sonnenbraut;Bigelow-S.;Helenium;L.;H. bigelovii;Z;NA;NA
Kokardenblume;Strahllose K., Duftende K;Gaillardia;FOUG.;G. suavis;Z;NA;NA
Kokardenblume;Kurzlebige K;Gaillardia;FOUG.;G. pulchella;Z;NA;NA
Kokardenblume;Prärie-K;Gaillardia;FOUG.;G. aristata;Z;NA;NA
Kokardenblume;Sommer-K.;Gaillardia;FOUG.;G. aestivalis;Z;NA;NA
Arnika;Sachalin-A.;Arnica;L.;A. sachalinensis;Z;NA;NA
Arnika;Chamisso-A.;Arnica;L.;A. chamissonis;N;Z;NA
Arnika;Schmalblättrige A.;Arnica;L.;A. angustifolia;Z;NA;NA
Arnika;Echte A., Bergwohlverleih;Arnica;L.;A. montana;N;Z;NA
Studentenblume, Tagetes;Glänzende St.;Tagetes;L.;H. stoechas;N;Z;NA
Studentenblume, Tagetes;Mexikanische St;Tagetes;L.;T. minuta;N;NA;NA
Studentenblume, Tagetes;Schmalblättrige St.;Tagetes;L.;T. tenuifolia;Z;NA;NA
Studentenblume, Tagetes;Schmalblättrige St.;Tagetes;L.;T. tenuifolia;Z;NA;NA
Studentenblume, Tagetes;Ausgebreitete St., Studentenblume;Tagetes;L.;T. patula;Z;NA;NA
Studentenblume, Tagetes;Aufrechte St.;Tagetes;L.;T. erecta;Z;NA;NA
Gelbes Gänseblümchen;Gelbes Gänseblümchen;Thymophylla;LAG.;NA;NA;NA;NA
Heiligenkraut;Sierra-Nevada-H.;Santolina;L.;S. elegans;Z;NA;NA
Heiligenkraut;Grünes H.;Santolina;L.;H. calycinum;Z;NA;NA
Heiligenkraut;Gefiedertes H.;Santolina;L.;S. pinnata;Z;NA;NA
Heiligenkraut;Graues H;Santolina;L.;S. incana canescens;Z;NA;NA
Heiligenkraut;Neapolitanisches H.;Santolina;L.;S. neapolitana;Z;NA;NA
Gelber Leberbalsam;Gelber L.;Lonas;ADANS.;L. flavum;Z;NA;W
Gelber Leberbalsam;Gelber L.;Lonas;ADANS.;L. flavum;Z;NA;NA
Gelber Leberbalsam;Gelber L.;Lonas;ADANS.;L. flavum;Z;N;NA
Hundskamille;Silber-H.;Vernonia;SCHREB.;A. marschalliana;Z;NA;NA
Hundskamille;Färber-H.;Vernonia;SCHREB.;A. tinctoria;Z;NA;W
Hundskamille;Bulgarische H.;Vernonia;SCHREB.;A. sancti-johannis;Z;NA;NA
Hundskamille;Trionfetti-H.;Vernonia;SCHREB.;A. triumfettii;Z;NA;NA
Hundskamille;Karpaten-H.;Vernonia;SCHREB.;A. carpatica;Z;NA;NA
Hundskamille;Berg- H.;Vernonia;SCHREB.;A. cretica;Z;NA;NA
Römische Kamille;Römische Kamille;Chamaemelum;MILL.;NA;NA;NA;NA
Bertram, Ringblume, Kreisblume, Zwergmargerite;Römischer B.;Anacyclus;L.;NA;NA;NA;NA
Bertram, Ringblume, Kreisblume, Zwergmargerite;Marokko-B.;Anacyclus;L.;NA;NA;NA;NA
Bertram, Ringblume, Kreisblume, Zwergmargerite;Mehrjähriger B.;Anacyclus;L.;NA;NA;NA;NA
Bertram, Ringblume, Kreisblume, Zwergmargerite;Deutsche B.;Anacyclus;L.;NA;NA;NA;NA
Bertram, Ringblume, Kreisblume, Zwergmargerite;Gelber B.;Anacyclus;L.;P. confertus;Z;NA;NA
Bertram, Ringblume, Kreisblume, Zwergmargerite;Gelber B.;Anacyclus;L.;P. confertus;Z;NA;NA
Bertram, Ringblume, Kreisblume, Zwergmargerite;Keulen-B.;Anacyclus;L.;NA;NA;NA;NA
Schafgarbe, Garbe;Ageratumblättrige Sch.;Achillea;L.;A. ageratifolia;Z;NA;NA
Schafgarbe, Garbe;Sumpf-Sch., Bertramgarbe;Achillea;L.;A. ptarmica;Z;NA;W
Schafgarbe, Garbe;Weidenblatt-Sch.;Achillea;L.;NA;NA;NA;NA
Schafgarbe, Garbe;Zungen-Sch.;Achillea;L.;A. lingulata;Z;NA;W
Schafgarbe, Garbe;Großblättrige Sch.;Achillea;L.;A. macrophylla;Z;NA;NA
Schafgarbe, Garbe;Großblättrige Sch.;Achillea;L.;A. macrophylla;Z;NA;W
Schafgarbe, Garbe;Schwarzrandige Sch.;Achillea;L.;A. atrata;Z;NA;W
Schafgarbe, Garbe;Moschus-Sch., Ivakraut;Achillea;L.;A. erba-rotta;Z;NA;NA
Schafgarbe, Garbe;Felsen-Sch.;Achillea;L.;I. saxatilis;Z;NA;NA
Schafgarbe, Garbe;Bittere Sch., Steinraute, Weißer Speik;Achillea;L.;A. clavenae;Z;NA;W
Schafgarbe, Garbe;Zwerg-Sch.;Achillea;L.;A. nana;Z;NA;W
Schafgarbe, Garbe;Hybriden;Achillea;L.;NA;NA;NA;NA
Schafgarbe, Garbe;Dolden-Sch.;Achillea;L.;A. umbellata;Z;NA;NA
Schafgarbe, Garbe;Edel-Sch.;Achillea;L.;A. nobilis;Z;NA;W
Schafgarbe, Garbe;Gewöhnliche Sch.;Achillea;L.;B. asteroides;Z;NA;NA
Schafgarbe, Garbe;Gewöhnliche Sch.;Achillea;L.;B. asteroides;N;Z;NA
Schafgarbe, Garbe;Gewöhnliche Sch.;Achillea;L.;B. asteroides;N;NA;W
Schafgarbe, Garbe;Gewöhnliche Sch.;Achillea;L.;B. asteroides;Z;NA;W
Schafgarbe, Garbe;Süße Sch., Muskatkraut;Achillea;L.;A. ageratum;N;Z;NA
Schafgarbe, Garbe;Filzige Sch., Gelbe Sch.;Achillea;L.;A. tomentosa;Z;NA;NA
Schafgarbe, Garbe;Goldhaar-Sch.;Achillea;L.;A. chrysocoma;Z;NA;NA
Schafgarbe, Garbe;Gold-Garbe;Achillea;L.;A. filipendulina;Z;NA;NA
Schafgarbe, Garbe;Griechische Sch., Griechische Edel-G.;Achillea;L.;A. aegyptiaca;Z;NA;NA
Schafgarbe, Garbe;Seidenhaarige Sch.;Achillea;L.;A. holosericea;Z;NA;NA
Schafgarbe, Garbe;Goldquirl-Sch.;Achillea;L.;A. clypeolata;Z;NA;NA
Astblume;Astblume;Cladanthus;CASS.;NA;NA;NA;NA
Strandkamille, Kamille;Echte St., Geruchlose K.;Tripleurospermum;SCH.;T. maritimum;Z;NA;W
Strandkamille, Kamille;Kriechende K.;Tripleurospermum;SCH.;G. repens nana;Z;NA;NA
Strandkamille, Kamille;Kaukasische K;Tripleurospermum;SCH.;NA;NA;NA;NA
Strandkamille, Kamille;Kamille;Tripleurospermum;SCH.;NA;NA;NA;NA
Strandkamille, Kamille;Echte K.;Tripleurospermum;SCH.;G. bisnagarica;Z;NA;W
Strandkamille, Kamille;Echte K.;Tripleurospermum;SCH.;G. bisnagarica;N;NA;NA
Strandkamille, Kamille;Echte K.;Tripleurospermum;SCH.;G. bisnagarica;N;NA;W
Wucherblume;Saat-W.;Glebionis;CASS.;V. sativa;N;NA;W
Wucherblume;Saat-W.;Glebionis;CASS.;V. sativa;Z;NA;W
Wucherblume;Saat-W.;Glebionis;CASS.;V. sativa;N;NA;NA
Wucherblume;Kronen-W.;Glebionis;CASS.;G. coronaria;Z;NA;NA
Wucherblume;Bunte Wucherblume;Glebionis;CASS.;NA;NA;NA;NA
Wucherblume;Bunte W.;Glebionis;CASS.;I. carinata;Z;NA;NA
Margerite;Haller-M.;Leucanthemum;MILL.;L. halleri;Z;NA;W
Margerite;Wiesen-M.;Leucanthemum;MILL.;L. vulgare;Z;NA;W
