"taxon_name";"frequency";"ornamental";"crop";"wild";"cultivated";"native";"range";"trend";"threat_2018";"threat_1998"
"Potamogeton × sparganiifolius";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN"
"Potamogeton trichoides";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"3"
"Potentilla brauneana";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Potentilla × collina";NA;NA;NA;NA;NA;"native";"?";"?";"D";"*"
"Potentilla leucopolitana";NA;NA;NA;NA;NA;"native";"?";"?";"D";"*"
"Potentilla lindackeri";NA;NA;NA;NA;NA;"native";"es";"<";"1";"3"
"Potentilla praecox";NA;NA;NA;NA;NA;"native";"es";"<";"1";"D"
"Potentilla rhenana";NA;NA;NA;NA;NA;"native";"es";"<";"1";"1"
"Potentilla wismariensis";NA;NA;NA;NA;NA;"native";"es";"<";"2";"*"
"Potentilla inclinata";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*"
"Potentilla intermedia";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Potentilla micrantha";NA;NA;NA;NA;NA;"native";"s";"=";"V";"*"
"Potentilla norvegica";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Potentilla × suberecta";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN"
"Potentilla supina";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*"
"Potentilla thuringiaca";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"3"
"Potentilla incana";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V"
"Potentilla subarenaria";NA;NA;NA;NA;NA;"native";"s";"?";"D";"kN"
"Potentilla verna";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Prenanthes purpurea";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Primula × pubescens";NA;NA;NA;NA;NA;"native";"es";"?";"1";"*"
"Prunus avium";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Prunus cerasifera";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN"
"Prunus cerasus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Prunus domestica";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*"
"Prunus fruticosa";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2"
"Prunus mahaleb";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Prunus padus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Prunus serotina";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Prunus × fruticans";NA;NA;NA;NA;NA;"native";"?";"?";"D";"*"
"Prunus spinosa";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*"
"Pseudorchis albida";NA;NA;NA;NA;NA;"native";"s";"<";"3";"2"
"Pseudoturritis turrita";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"*"
"Ptelea trifoliata";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN"
"Pteridium aquilinum";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*"
"Puccinellia distans";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Pulicaria dysenterica";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V"
"Pulicaria vulgaris";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3"
"Pulmonaria collina";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"1"
"Pulmonaria montana";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Pulmonaria obscura";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Pyrola chlorantha";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"3"
"Pyrola media";NA;NA;NA;NA;NA;"native";"ss";"<<";"2";"2"
"Pyrola minor";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"*"
"Pyrola rotundifolia";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3"
"Pyrus communis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Quercus petraea";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Quercus pubescens";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"3"
"Quercus robur";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*"
"Quercus rubra";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN"
"Radiola linoides";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2"
"Ranunculus ololeucos";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"1"
"Ranunculus peltatus";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*"
"Ranunculus penicillatus";NA;NA;NA;NA;NA;"native";"s";"<";"V";"V"
"Ranunculus rionii";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*"
"Ranunculus confervoides";NA;NA;NA;NA;NA;"native";"es";"=";"R";"*"
"Ranunculus trichophyllus";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"V"
"Ranunculus tripartitus";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"kN"
"Ranunculus abstrusus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb"
"Ranunculus aemulans";NA;NA;NA;NA;NA;"native";"es";"(<)";"2";"nb"
"Ranunculus alnetorum";NA;NA;NA;NA;NA;"native";"es";"<";"1";"nb"
"Ranunculus alsaticus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"nb"
"Ranunculus ambranus";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"nb"
"Ranunculus argoviensis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb"
"Ranunculus basitruncatus";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"nb"
"Ranunculus biclaterae";NA;NA;NA;NA;NA;"native";"es";"=";"R";"nb"
"Ranunculus biformis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb"
"Ranunculus borchers-kolbiae";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"nb"
"Ranunculus buchoniae";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb"
"Ranunculus cassubicifolius";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"nb"
"Ranunculus chrysoleptos";NA;NA;NA;NA;NA;"native";"es";"=";"2";"nb"
"Ranunculus constans";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"nb"
"Ranunculus dactylophyllus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"nb"
"Ranunculus danubius";NA;NA;NA;NA;NA;"native";"es";"=";"R";"nb"
"Ranunculus doerrii";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"nb"
"Ranunculus excisus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus ferocior";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb"
"Ranunculus franconicus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"nb"
"Ranunculus geraniiformis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"nb"
"Ranunculus guelzowiensis";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb"
"Ranunculus haasii";NA;NA;NA;NA;NA;"native";"es";"?";"1";"nb"
"Ranunculus hevellus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"nb"
"Ranunculus hirsutulus";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb"
"Ranunculus indecorus";NA;NA;NA;NA;NA;"native";"s";"<";"3";"nb"
"Ranunculus inexspectans";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus integerrimus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"nb"
"Ranunculus irregularis";NA;NA;NA;NA;NA;"native";"es";"=";"R";"nb"
"Ranunculus kunzii";NA;NA;NA;NA;NA;"native";"es";"(<)";"1";"nb"
"Ranunculus leptomeris";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"nb"
"Ranunculus lucorum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb"
"Ranunculus lunaris";NA;NA;NA;NA;NA;"native";"es";"<";"2";"nb"
"Ranunculus macrotis";NA;NA;NA;NA;NA;"native";"es";"=";"R";"nb"
"Ranunculus mergenthaleri";NA;NA;NA;NA;NA;"native";"es";"<";"2";"nb"
"Ranunculus monacensis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb"
"Ranunculus mosbachensis";NA;NA;NA;NA;NA;"native";"es";"=";"R";"nb"
"Ranunculus mosellanus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus multisectus";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"nb"
"Ranunculus nicklesi";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb"
"Ranunculus opimus";NA;NA;NA;NA;NA;"native";"s";"<";"3";"nb"
"Ranunculus palmularis";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"nb"
"Ranunculus phragmiteti";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"nb"
"Ranunculus pleiophyllus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb"
"Ranunculus pseudoaemulans";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"nb"
"Ranunculus pseudocassubicus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus pseudopimus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus pseudovertumnalis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb"
"Ranunculus puberulus";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"nb"
"Ranunculus ratisbonensis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus recticaulis";NA;NA;NA;NA;NA;"native";"es";"(<)";"2";"nb"
"Ranunculus reichertii";NA;NA;NA;NA;NA;"native";"es";"=";"R";"nb"
"Ranunculus rhombilobus";NA;NA;NA;NA;NA;"native";"es";"<";"2";"nb"
"Ranunculus roessleri";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb"
"Ranunculus rostratulus";NA;NA;NA;NA;NA;"native";"es";"<";"1";"nb"
"Ranunculus rotundatus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"nb"
"Ranunculus sorviodurus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus stellaris";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb"
"Ranunculus stricticaulis";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb"
"Ranunculus suborbicularis";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb"
"Ranunculus suevicus";NA;NA;NA;NA;NA;"native";"ss";"?";"G";"nb"
"Ranunculus transiens";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"nb"
"Ranunculus variabilis";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"nb"
"Ranunculus varicus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"nb"
"Ranunculus vertumnaliformis";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb"
"Ranunculus vertumnalis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb"
"Ranunculus walo-kochii";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"nb"
"Ranunculus circinatus";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V"
"Ranunculus reptans";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"1"
"Ranunculus fluitans";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V"
"Ranunculus glacialis";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R"
"Ranunculus hederaceus";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2"
"Ranunculus hybridus";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R"
"Ranunculus breyninus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"3"
"Ranunculus carinthiacus";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2"
"Ranunculus villarsii";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R"
"Ranunculus polyanthemos";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*"
"Ranunculus sardous";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3"
"Ranunculus sceleratus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Ranunculus seguieri";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"kN"
"Raphanus raphanistrum";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*"
"Rapistrum perenne";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*"
"Rapistrum rugosum";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"V"
"Reseda lutea";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rhamnus cathartica";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rhamnus pumila";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rhamnus saxatilis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rhinanthus alectorolophus";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"V"
"Rhinanthus glacialis";NA;NA;NA;NA;NA;"native";"s";"=";"V";"3"
"Rhinanthus minor";NA;NA;NA;NA;NA;"native";"h";"<";"*";"V"
"Rhinanthus riphaeus";NA;NA;NA;NA;NA;"native";"ex";NA;"0";"1"
"Rhinanthus rumelicus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"1"
"Rhododendron luteum";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN"
"Rhus typhina";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN"
"Rhynchospora alba";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3"
"Rhynchospora fusca";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2"
"Ribes alpinum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Ribes nigrum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Ribes petraeum";NA;NA;NA;NA;NA;"native";"es";"?";"R";"R"
"Ribes rubrum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Ribes spicatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"*"
"Ribes uva-crispa";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Robinia pseudoacacia";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Rorippa amphibia";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rorippa × anceps";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rorippa × armoracioides";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN"
"Rorippa austriaca";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rorippa islandica";NA;NA;NA;NA;NA;"native";"es";"=";"R";"kN"
"Rorippa palustris";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rorippa pyrenaica";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*"
"Rorippa sylvestris";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rosa agrestis";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*"
"Rosa arvensis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*"
"Rosa caesia";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*"
"Rosa canina";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"nb"
"Rosa corymbifera";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb"
"Rosa dumalis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*"
"Rosa inodora";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rosa gallica";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3"
"Rosa glauca";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3"
"Rosa majalis";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*"
"Rosa marginata";NA;NA;NA;NA;NA;"native";"s";"<";"3";"V"
"Rosa micrantha";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"3"
"Rosa pendulina";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rosa rubiginosa";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rosa rugosa";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Rosa spinosissima";NA;NA;NA;NA;NA;"native";"s";"<";"3";"V"
"Rosa stylosa";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"3"
"Rosa abietina";NA;NA;NA;NA;NA;"native";"es";"<";"1";"0"
"Rosa balsamica";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"3"
"Rosa mollis";NA;NA;NA;NA;NA;"native";"es";"=";"R";"*"
"Rosa pseudoscabriuscula";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*"
"Rosa sherardii";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*"
"Rosa tomentosa";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rosa villosa";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*"
"Rubus saxatilis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*"
"Rubus phoenicolasius";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Rubus spectabilis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Rubus caesius";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*"
"Rubus amphimalacus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus anhaltianus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus appropinquatus";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"kN"
"Rubus calvus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus camptostachys";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rubus contractipes";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus cordiformis";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*"
"Rubus curvaciculatus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"kN"
"Rubus cuspidatus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus darssensis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus decurrentispinus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus delectus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN"
"Rubus dethardingii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus deweveri";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus dierschkeanus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus dissimulans";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus dollnensis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus echinosepalus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus egregiusculus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"2"
"Rubus ehrnsbergeri";NA;NA;NA;NA;NA;"native";"ss";">";"*";"kN"
"Rubus exstans";NA;NA;NA;NA;NA;"native";"s";"=";"*";"kN"
"Rubus fabrimontanus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rubus fasciculatiformis";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"*"
"Rubus fasciculatus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rubus fioniae";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus firmus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"2"
"Rubus foersteri";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus franconicus";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"*"
"Rubus frisicus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*"
"Rubus fuernrohrii";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN"
"Rubus glauciformis";NA;NA;NA;NA;NA;"native";"es";"(<)";"1";"1"
"Rubus glossoides";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus gothicus";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rubus griesiae";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus hadracanthos";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rubus haesitans";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus hallandicus";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*"
"Rubus hevellicus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus histriculus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus histrionicus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus holandrei";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus horrefactus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus horridus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus hylanderi";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN"
"Rubus hystricopsis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus imbellis";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN"
"Rubus incisior";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus inhorrens";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus intricatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"kN"
"Rubus josefianus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"G"
"Rubus kuleszae";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus lamprocaulos";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rubus latisedes";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus leuciscanus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus leucophaeus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"kN"
"Rubus lictorum";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus lidforssii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus limitis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"kN"
"Rubus lobatidens";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus loosii";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"kN"
"Rubus luminosus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus luticola";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN"
"Rubus martensenii";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*"
"Rubus maximiformis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus maximus";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"1"
"Rubus mollis";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"*"
"Rubus mortensenii";NA;NA;NA;NA;NA;"native";"es";"<";"2";"1"
"Rubus mougeotii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus nemorosoides";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus nemorosus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus orbifrons";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus orthostachyoides";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"*"
"Rubus orthostachys";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*"
"Rubus parahebecarpus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus pedersenii";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN"
"Rubus perdemissus";NA;NA;NA;NA;NA;"native";"s";"<";"V";"*"
"Rubus phoenicacanthus";NA;NA;NA;NA;NA;"native";"es";"<";"1";"1"
"Rubus phylloglotta";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"*"
"Rubus picticaulis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus placidus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus pruinosus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus pseudincisior";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"kN"
"Rubus pseudopsis";NA;NA;NA;NA;NA;"native";"es";"=";"R";"kN"
"Rubus puberulus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus pugiunculosus";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus ranftii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus raunkiaeri";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus remotifolius";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus rhombicus";NA;NA;NA;NA;NA;"native";"mh";"?";"*";"kN"
"Rubus rhytidophyllus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus rotundifoliatus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus rugosifolius";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus sanctae-hildegardis";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"kN"
"Rubus scabrosus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus sendtneri";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"kN"
"Rubus septifolius";NA;NA;NA;NA;NA;"native";"es";"<";"2";"*"
"Rubus slesvicensis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus sprengeliusculus";NA;NA;NA;NA;NA;"native";"es";"<";"1";"2"
"Rubus stohrii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"kN"
"Rubus subtiliaceus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN"
"Rubus suecicus";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN"
"Rubus suevicola";NA;NA;NA;NA;NA;"native";"s";"=";"*";"kN"
"Rubus sylvulicola";NA;NA;NA;NA;NA;"native";"ss";"(<)";"G";"*"
"Rubus tiliaster";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*"
"Rubus ubericus";NA;NA;NA;NA;NA;"native";"s";"?";"*";"kN"
"Rubus vaniloquus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus villarsianus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"G"
"Rubus wahlbergii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus walsemannii";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus wessbergii";NA;NA;NA;NA;NA;"native";"s";"?";"*";"*"
"Rubus xiphophorus";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus acanthodes";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus adornatoides";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*"
"Rubus adscitus";NA;NA;NA;NA;NA;"native";"es";"=";"R";"kN"
"Rubus adspersus";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus affinis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*"
"Rubus agricastrorum";NA;NA;NA;NA;NA;"native";"es";"?";"R";"2"
"Rubus aggregatus";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN"
"Rubus albiflorus";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*"
"Rubus allegheniensis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*"
"Rubus ambrosius";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN"
"Rubus ambulans";NA;NA;NA;NA;NA;"native";"s";"?";"*";"*"
