genus_vernacular;species_vernacular;genus_scientific;species_scientific;frequency;primary_use;secondary_use;wild
Mannstreu, Edeldistel;Alpendistel;Eryngium;E. alpinum;Z z;Z;NA;NA
Mannstreu, Edeldistel;Stranddistel, Strand-M.;Eryngium;E. maritimum;Z z;Z;NA;W
Mannstreu, Edeldistel;Elfenbeindistel, Riesen-M.;Eryngium;E. giganteum;Z z;Z;NA;NA
Mannstreu, Edeldistel;Flachblättrige M.;Eryngium;E. planum;Z z;Z;NA;W
Mannstreu, Edeldistel;Blaue M.;Eryngium;E. caeruleum;Z z;Z;NA;NA
Mannstreu, Edeldistel;Amethyst-M.;Eryngium;E. amethystinum;Z s;Z;NA;NA
Mannstreu, Edeldistel;Bourgat- M.;Eryngium;E. bourgatii;Z s;Z;NA;NA
"Goldlack; Schöterich, Schotendotter";Goldlack;Erysimum;E. cheiri;Z v;Z;NA;W
"Goldlack; Schöterich, Schotendotter";Kotschy-Sch.;Erysimum;E. kotschyanum;Z s;Z;NA;NA
"Goldlack; Schöterich, Schotendotter";Schöner Sch.;Erysimum;E. pulchellum;Z s;Z;NA;NA
"Goldlack; Schöterich, Schotendotter";Schotendotter;Erysimum;E. × marshallii;Z v;Z;NA;NA
"Goldlack; Schöterich, Schotendotter";Blassgelber Sch.;Erysimum;E. humile;Z s;Z;NA;NA
"Goldlack; Schöterich, Schotendotter";Rätischer G., Rätischer Sch.;Erysimum;E. rhaeticum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Großblütiger H;Erythronium;E. grandiflorum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Stern-H., Tuolumne-H.;Erythronium;E. tuolumnense;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Weißlicher H.;Erythronium;E. albidum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Rosa H.;Erythronium;E. revolutum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Henderson- H.;Erythronium;E. hendersonii;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Europäischer H.;Erythronium;E. dens-canis;Z z;Z;NA;NA
Hundszahn, Zahnlilie;Sibirischer H.;Erythronium;E. sibiricum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Ostamerikanischer H.;Erythronium;E. americanum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Kaukasus-H.;Erythronium;E. caucasicum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Oregon-H.;Erythronium;E. oregonum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Gelber H.;Erythronium;E. citrinum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Vielschäftiger H.;Erythronium;E. multiscapideum;Z s;Z;NA;NA
Hundszahn, Zahnlilie;Kalifornischer H.;Erythronium;E. californicum;Z s;Z;NA;NA
Kappenmohn, Schlafmützchen;Kalifornischer K., Schlafmützchen;Eschscholzia;E. californica;Z v;Z;NA;NA
Kappenmohn, Schlafmützchen;Schmalblättriger K.;Eschscholzia;E. tenuifolia;Z s;Z;NA;NA
Ananasblume, Schopflilie;Gefleckte Sch., Gefleckte A.;Eucomis;Eu. comosa;Z s;Z;NA;NA
Ananasblume, Schopflilie;Gerandete Sch.;Eucomis;Eu. bicolor;Z s;Z;NA;NA
Ananasblume, Schopflilie;Gewellte Sch.;Eucomis;Eu. autumnalis;Z s;Z;NA;NA
Spindelstrauch, Pfaffenhütchen;Kletter-S.;Euonymus;E. fortunei;Z z;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Gewöhnlicher W., Kunigundenkraut;Eupatorium;E. cannabinum;Z s;Z;NA;W
Wasserdost, Wasserhanf, Natternwurz;Gefleckter W.;Eupatorium;E. maculatum;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Purpur-W.;Eupatorium;E. purpuratum f.;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Blauer W., Himmelblaue Nebelblume;Eupatorium;E. coelestinum;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Weißer W.;Eupatorium;E. album;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Ungestielter W.;Eupatorium;E. sessilifolium;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Hoher W., Weiße Natternwurz;Eupatorium;E. altissimum;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Durchwachsener W.;Eupatorium;E. perfoliatum;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Duftender W.;Eupatorium;E. aromaticum;Z s;Z;NA;NA
Wasserdost, Wasserhanf, Natternwurz;Weißer W., Weiße Natternwurz;Eupatorium;E. rugosum;Z s;Z;NA;NA
Wolfsmilch;Wollige W.;Euphorbia;E. villosa;Z s;Z;NA;W
Wolfsmilch;Spring-W.;Euphorbia;E. lathyris;Z v;Z;NA;W
Wolfsmilch;Weißrandige W., Schnee auf dem Berge;Euphorbia;E. marginata;Z z;Z;NA;NA
Wolfsmilch;Poinsettien-W., Feuer in den Bergen;Euphorbia;E. cyathophora;Z z;Z;NA;NA
Wolfsmilch;Dornige W.;Euphorbia;E. spinosa;Z s;Z;NA;NA
Wolfsmilch;Dornbusch-W.;Euphorbia;E. acanthothamnos;Z s;Z;NA;NA
Wolfsmilch;Mandel-W.;Euphorbia;E. amygdaloides;Z z;Z;NA;W
