genus_vernacular;species_vernacular;genus_scientific;species_scientific;primary_use;secondary_use;wild
Nieswurz, Christrose;Korsische N.;Helleborus;H. argutifolius;Z;NA;NA
Nieswurz, Christrose;Schwarze N., Christrose;Helleborus;H. niger;Z;NA;NA
Nieswurz, Christrose;Wohlriechende N.;Helleborus;H. odorus;Z;NA;NA
Nieswurz, Christrose;Orientalische N.;Helleborus;H. orientalis;Z;NA;NA
Winterling, Winterstern;Winterling;Eranthis;E. hyemalis;Z;NA;W
Muschelblümchen;Wiesenrauten-M.;Isopyrum;I. thalictroides;Z;NA;NA
Paraquilegia;Rasenbildende P.;Paraquilegia;P. caespitosa;Z;NA;NA
Paraquilegia;Anemonenähnliche P.;Paraquilegia;P. anemonoides;Z;NA;NA
Scheinakelei;Moschuskrautähnliche Sch.;Semiaquilegia;S. adoxoides;Z;NA;NA
Akelei;Gewöhnliche A.;Aquilegia;A. vulgaris;Z;NA;W
Alpenmargerite;Gewöhnliche A.;Leucanthemopsis;L. alpina;Z;NA;W
Akelei;Spornlose A.;Aquilegia;A. ecalcarata;Z;NA;NA
Akelei;Gold-A.;Aquilegia;A. aurea;Z;NA;NA
Akelei;Gelbliche A.;Aquilegia;A. flavescens;Z;NA;NA
Akelei;Niedrige A.;Aquilegia;A. saximontana;Z;NA;NA
Akelei;Sibirische A.;Aquilegia;A. sibirica;Z;NA;NA
Akelei;Kurilen-A.;Aquilegia;A. flabellata;Z;NA;NA
Akelei;Drüsige A.;Aquilegia;A. glandulosa;Z;NA;NA
Akelei;Laramie-A., Wyoming-A.;Aquilegia;A. laramiensis;Z;NA;NA
Akelei;Niedrige A.;Aquilegia;A. saximontana;Z;NA;NA
Akelei;Kaukasische A.;Aquilegia;A. olympica;Z;NA;NA
Akelei;Balkanische A.;Aquilegia;A. ottonis subsp. amaliae;Z;NA;NA
Akelei;Schwarzviolette A.;Aquilegia;A. atrata;Z;NA;W
Akelei;Alpen-A.;Aquilegia;A. alpina;Z;NA;NA
Akelei;Bertoloni-A.;Aquilegia;A. bertolonii;Z;NA;NA
Akelei;Japanische A.;Aquilegia;A. buergeriana f.;Z;NA;NA
Akelei;Gelbliche A.;Aquilegia;A. flavescens;Z;NA;NA
Akelei;Schöne A.;Aquilegia;A. formosa var. formosa;Z;NA;NA
Akelei;Shockley-A.;Aquilegia;A. shockleyi;Z;NA;NA
Akelei;Rote A.;Aquilegia;A. canadensis;Z;NA;NA
Akelei;Einöde-A.;Aquilegia;A. desertorum;Z;NA;NA
Akelei;Felsen-A.;Aquilegia;A. scopulorum;Z;NA;NA
Akelei;Aquilegia-Hybriden;Aquilegia;A. hybrida;Z;NA;NA
Akelei;Rocky-Mountains-A.;Aquilegia;A. caerulea;Z;NA;NA
Akelei;Kalifornische A.;Aquilegia;A. pubescens;Z;NA;NA
Akelei;Langsporn-A.;Aquilegia;A. longissima;Z;NA;NA
Akelei;Goldsporn-A.;Aquilegia;A. chrysantha;Z;NA;NA
Akelei;Balkanische A.;Aquilegia;A. ottonis subsp. amaliae;Z;NA;NA
Akelei;Japanische A.;Aquilegia;A. buergeriana f.;Z;NA;NA
Akelei;Schnee-A.;Aquilegia;A. nivalis;Z;NA;NA
Akelei;Jones-A.;Aquilegia;A. jonesii;Z;NA;NA
Akelei;Grünblütige A.;Aquilegia;A. viridiflora;Z;NA;NA
Akelei;Wiesenrauten-A.;Aquilegia;A. thalictrifolia;Z;NA;NA
Akelei;Kleinblütige A.;Aquilegia;A. einseleana;Z;NA;W
Akelei;Bertoloni-A.;Aquilegia;A. bertolonii;Z;NA;NA
Akelei;Korsische A.;Aquilegia;A. bernardii;Z;NA;NA
Akelei;Wohlriechende A.;Aquilegia;A. fragrans;Z;NA;NA
Akelei;Sierra Nevada-A.;Aquilegia;A. nevadensis;Z;NA;NA
Akelei;Angenehme A.;Aquilegia;A. grata;Z;NA;NA
Akelei;Pyrenäen-A.;Aquilegia;A. pyrenaica;Z;NA;NA
Alpenglöckchen, Troddelblume;Pyrenäen-A.;Soldanella;S. villosa;Z;NA;NA
Akelei;Jones-A.;Aquilegia;A. jonesii;Z;NA;NA
Akelei;Grünblütige A.;Aquilegia;A. viridiflora;Z;NA;NA
Dotterblume;Schwimmende D.;Caltha;C. natans;Z;NA;NA
Dotterblume;Westamerikanische D.;Caltha;C. leptosepala;Z;NA;NA
Dotterblume;Sumpf-D.;Caltha;C. palustris;Z;NA;W
Trollblume;Kaschmir-T.;Trollius;T. acaulis;Z;NA;NA
Trollblume;Chinesische T.;Trollius;T. chinensis;Z;NA;NA
Trollblume;Asiatische T.;Trollius;T. asiaticus;Z;NA;NA
Trollblume;Niedrige T.;Trollius;T. pumilus;Z;NA;NA
Tulpe;Niedrige T.;Tulipa;T. humilis;Z;NA;NA
Trollblume, Kugelranunkel;Yunnan-T.;Trollius;T. yunnanensis;Z;NA;NA
Schwarzkümmel;Damaszener Sch., Jungfer im Grünen, Braut in Haaren;Nigella;N. damascena;Z;NA;NA
Schwarzkümmel;Spanischer Sch.;Nigella;N. hispanica;Z;NA;NA
Schwarzkümmel;Echter Sch.;Nigella;N. sativa;N;Z;NA
Eisenhut, Sturmhut;Weißvioletter E.;Aconitum;A. alboviolaceum var. alboviolace;Z;NA;NA
Eisenhut, Sturmhut;Hemsley-E.;Aconitum;A. hemsleyanum;Z;NA;NA
Eisenhut, Sturmhut;Windender E.;Aconitum;A. volubile;Z;NA;NA
Eisenhut, Sturmhut;Henry-E.;Aconitum;A. henryi var. henryi;Z;NA;NA
Eisenhut, Sturmhut;Feinblatt-E., Blassgelber E., Giftheil;Aconitum;A. anthora;Z;NA;NA
Eisenhut, Sturmhut;Gelber E., Wolfs-E.;Aconitum;A. lycoctonum;Z;NA;W
Eisenhut, Sturmhut;Moldawischer E.;Aconitum;A. moldavicum;Z;NA;NA
Eisenhut, Sturmhut;Chinesischer E.;Aconitum;A. carmichaelii;Z;NA;NA
Eisenhut, Sturmhut;Bunter E.;Aconitum;A. variegatum;Z;NA;W
Eisenhut, Sturmhut;Blauer E.;Aconitum;A. napellus;Z;NA;W
Eisenhut, Sturmhut;Rispen-E.;Aconitum;A. degenii;Z;NA;W
Eisenhut, Sturmhut;Raustiel-E., Behaarter E.;Aconitum;A. pilipes;Z;NA;W
Eisenhut, Sturmhut;Tauern-E.;Aconitum;A. tauricum;Z;NA;W
Eisenhut, Sturmhut;Sudeten-E.;Aconitum;A. plicatum;Z;NA;W
Rittersporn;Gelber R.;Delphinium;D. semibarbatum;Z;NA;NA
Reiherschnabel;Gelber R.;Erodium;E. chrysanthum;Z;NA;NA
Rittersporn;Roter R.;Delphinium;D. cardinale;Z;NA;NA
Rittersporn;Nacktstängliger R.;Delphinium;D. nudicaule;Z;NA;NA
Rittersporn;Mittelmeer-R., Stephanskraut;Delphinium;D. staphisagria;Z;NA;NA
Rittersporn;Himalaja-R.;Delphinium;D. brunonianum;Z;NA;NA
Rittersporn;Hoher-R.;Delphinium;D. elatum;Z;NA;NA
Rittersporn;Kaschmir-R.;Delphinium;D. cashmerianum;Z;NA;NA
Rittersporn;Schlitzblättriger R.;Delphinium;D. fissum;Z;NA;NA
Rittersporn;Großblütiger R.;Delphinium;D. grandiflorum;Z;NA;NA
Rittersporn;Feld-R.;Consolida;C. regalis;Z;NA;W
Ringelblume;Garten-R.;Calendula;C. officinalis;Z;NA;W
Rittersporn;Garten-R.;Consolida;C. ajacis;Z;NA;W
Rittersporn;Orientalischer R.;Consolida;C. hispanica;Z;NA;W
Rauling;Orientalischer R.;Trachystemon;T. orientalis;Z;NA;NA
Wimperfarn;Alpen-W.;Woodsia;W. alpina;Z;NA;W
Wiesenraute;Alpen-W.;Thalictrum;Th. alpinum;Z;NA;W
Wiesenraute;Chinesische W.;Thalictrum;Th. delavayi var. delavayi;Z;NA;NA
Wiesenraute;Akelei-W.;Thalictrum;Th. aquilegifolium;Z;NA;W
Wiesenraute;Gelbe W.;Thalictrum;Th. flavum;Z;NA;W
Rautenanemone;Rautenanemone;Anemonella;A. thalictroides;Z;NA;NA
Windröschen, Anemone;Weinblättrige A.;Anemone;A. vitifolia;Z;NA;NA
Windröschen, Anemone;Filzblättrige A.;Anemone;A. tomentosa;Z;NA;NA
Adonisröschen;Herbst-A.;Adonis;A. annua;Z;NA;W
Windröschen, Anemone;Herbst-A.;Anemone;A. hupehensis var. hupensis;Z;NA;W
Windröschen, Anemone;Carolina-A.;Anemone;A. caroliniana;Z;NA;NA
Windröschen, Anemone;Westmediterrane A.;Anemone;A. palmata;Z;NA;NA
Windröschen, Anemone;Garten-A., Kronen-A.;Anemone;A. coronaria;Z;NA;NA
Windröschen, Anemone;Stern-A.;Anemone;A. hortensis;Z;NA;NA
Windröschen, Anemone;Monte Baldo-W., Tiroler W.;Anemone;A. baldensis;Z;NA;NA
Windröschen, Anemone;Spanische A.;Anemone;A. pavoniana;Z;NA;NA
Windröschen, Anemone;Felsen-W.;Anemone;A. rupicola;Z;NA;NA
Windröschen, Anemone;Großes W.;Anemone;A. sylvestris;Z;NA;NA
Windröschen, Anemone;Pazifisches W.;Anemone;A. multifida;Z;NA;NA
Windröschen, Anemone;Virginische A.;Anemone;A. virginiana;Z;NA;NA
Windröschen, Anemone;Langkopf-A.;Anemone;A. cylindrica;Z;NA;NA
Windröschen, Anemone;Richardson-A.;Anemone;A. richardsonii;Z;NA;NA
Windröschen, Anemone;Bach-W.;Anemone;A. rivularis;Z;NA;NA
Windröschen, Anemone;Westhimalaische A.;Anemone;A. tetrasepala;Z;NA;NA
Windröschen, Anemone;Narzissen-W., Berghähnlein;Anemone;A. narcissiflora;Z;NA;W
Windröschen, Anemone;Kanadisches W.;Anemone;A. canadensis;Z;NA;NA
Wasserblatt;Kanadisches W.;Hydrophyllum;H. canadense;Z;NA;NA
Windröschen, Anemone;Narzissen-W.,Berghähnlein;Anemone;A. narcissiflora;Z;NA;NA
Windröschen, Anemone;Fiederblättrige A.;Anemone;A. glaucifolia;Z;NA;NA
Windröschen, Anemone;Löffelblättrige A.;Anemone;A. trullifolia f.;Z;NA;NA
Windröschen, Anemone;Stumpflappige A.;Anemone;A. obtusiloba;Z;NA;NA
Windröschen, Anemone;Apenninen-W.;Anemone;A. apennina;Z;NA;NA
Windröschen, Anemone;Balkan-W.;Anemone;A. blanda;Z;NA;NA
Witwenblume;Balkan-W.;Knautia;K. drymeia;Z;NA;W
Windröschen, Anemone;Baikal-W.;Anemone;A. baicalensis;Z;NA;NA
Windröschen, Anemone;Rückwärtsgebogene A.;Anemone;A. reflexa;Z;NA;NA
Windröschen, Anemone;Gelbes W.;Anemone;A. ranunculoides;Z;NA;NA
Windröschen, Anemone;Dreiblatt-W.;Anemone;A. trifolia;Z;NA;NA
Windröschen, Anemone;Altai-W.;Anemone;A. altaica;Z;NA;NA
Windröschen, Anemone;Busch-W.;Anemone;A. nemorosa;Z;NA;W
Leberblümchen;Leberblümchen;Hepatica;H. nobilis;Z;NA;W
Leberblümchen;Siebenbürger L.;Hepatica;H. transsilvanica;Z;NA;NA
Küchenschelle, Kuhschelle;Alpen-K.;Pulsatilla;P. alpina;Z;NA;W
Küchenschelle, Kuhschelle;Goldgelbe K.;Pulsatilla;P. aurea;Z;NA;W
Küchenschelle, Kuhschelle;Brocken-K., Brockenanemone;Pulsatilla;P. alpina subsp. alba;Z;NA;W
Küchenschelle, Kuhschelle;Frühlings-K.;Pulsatilla;P. vernalis;Z;NA;W
Küchenschelle, Kuhschelle;Gelbliche K.;Pulsatilla;P. flavescens;Z;NA;NA
Küchenschelle, Kuhschelle;Finger-K., Stern-K.;Pulsatilla;P. patens;Z;NA;W
Küchenschelle, Kuhschelle;Berg-K.;Pulsatilla;P. montana;Z;NA;NA
Küchenschelle, Kuhschelle;Kaukasische K.;Pulsatilla;P. albana;Z;NA;NA
Küchenschelle, Kuhschelle;Wiesen-K.;Pulsatilla;P. pratensis;Z;NA;W
Kümmel;Wiesen-K.;Carum;C. carvi;N;NA;W
Küchenschelle, Kuhschelle;Slawische K.;Pulsatilla;P. slavica;Z;NA;NA
Küchenschelle, Kuhschelle;Steirische K.;Pulsatilla;P. styriaca;Z;NA;NA
Küchenschelle, Kuhschelle;Gewöhnliche K.;Pulsatilla;P. vulgaris;Z;NA;W
Krähenbeere;Gewöhnliche K.;Empetrum;E. nigrum;Z;NA;W
Kammquecke;Gewöhnliche K.;Agropyron;A. cristatum;N;NA;NA
Küchenschelle, Kuhschelle;Große K.;Pulsatilla;P. grandis;Z;NA;W
Kapuzinerkresse;Große K.;Tropaelum;T. majus;Z;N;NA
Kreuzblume;Große K.;Polygala;P. major;Z;NA;NA
Waldrebe;Dsungarische W.;Clematis;C. songarica;Z;NA;NA
Waldrebe;Ganzblättrige W.;Clematis;C. integrifolia;Z;NA;NA
Waldrebe;Addison-W.;Clematis;C. addisonii;Z;NA;NA
Waldrebe;Großblättrige W., Trompeten-W.;Clematis;C. heracleifolia;Z;NA;NA
Waldrebe;Aufrechte W.;Clematis;C. recta;Z;NA;W
Waldrebe;Alpen-W., Alpenrebe;Clematis;C. alpina;Z;NA;W
Waldrebe;Großblumige W.;Clematis;C. macropetala;Z;NA;NA
Waldrebe;Armand-W.;Clematis;C. armandii;Z;NA;NA
Waldrebe;Jackman-W.;Clematis;C. × jackmanii;Z;NA;NA
Waldrebe;Wollige W.;Clematis;C. lanuginosa;Z;NA;NA
Wolfsmilch;Wollige W.;Euphorbia;E. villosa;Z;NA;W
Waldrebe;Rehder-W.;Clematis;C. rehderiana;Z;NA;NA
Waldrebe;Mongolische W.;Clematis;C. tangutica;Z;NA;NA
Waldrebe;Gewöhnliche W.;Clematis;C. vitalba;Z;NA;W
Wunderblume;Gewöhnliche W.;Mirabilis;M. jalapa;Z;NA;NA
Waldrebe;Brennende W., Mandel-W.;Clematis;C. flammula;Z;NA;NA
Waldrebe;Krugblütige W.;Clematis;C. viorna;Z;NA;NA
Waldrebe;Italienische W.;Clematis;C. viticella;Z;NA;NA
Falscher Wanzensame;Falscher Wanzensame;Trautvetteria;T. caroliniensis;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Gewöhnlicher W.;Ranunculus;R. aquatilis;Z;NA;W
Wundklee;Gewöhnlicher W.;Anthyllis;A. vulneraria;N;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Pyrenäen-H.;Ranunculus;R. pyrenaeus;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Weißer H.;Ranunculus;R. amplexicaulis;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Herzblättriger H.;Ranunculus;R. parnassifolius;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Gekerbter H.;Ranunculus;R. crenatus;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Alpen-H.;Ranunculus;R. alpestris;Z;NA;W
Helmkraut;Alpen-H.;Scutellaria;S. alpina;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Eisenhutblättriger H.;Ranunculus;R. aconitifolius;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Platanenblättriger H.;Ranunculus;R. platanifolius;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Scharbockskraut;Ranunculus;R. ficaria;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Schildblatt-H.;Ranunculus;R. thora;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Grasblättriger H.;Ranunculus;R. gramineus;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Zungen-H.;Ranunculus;R. lingua;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Brennender H.;Ranunculus;R. flammula;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Knolliger H.;Ranunculus;R. bulbosus;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Konstantinopler H.;Ranunculus;R. constantinopolitanus;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Asiatischer H., Ranunkel-H.;Ranunculus;R. asiaticus;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Illyrischer H.;Ranunculus;R. illyricus;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Balkanischer H.;Ranunculus;R. psilostachys;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Tausendblättriger H.;Ranunculus;R. millefoliatus;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Asiatischer H., Garten-Ranunkel;Ranunculus;R. asiaticus;Z;NA;NA
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Acker-H.;Ranunculus;R. arvensis;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Kriechender H.;Ranunculus;R. repens;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Berg-H.;Ranunculus;R. montanus;Z;NA;W
Hartheu, Johanniskraut;Hypericum;Ranunculus;H. montanum;Z;NA;W
Hellerkraut, Täschelkraut;Berg-H.;Thlapsi;Th. Montanum;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Scharfer H.;Ranunculus;R. acris;Z;NA;W
Hahnenfuß, Wasserhahnenfuß, Scharbockskraut;Wolliger H.;Ranunculus;R. lanuginosus;Z;NA;W
Adonisröschen;Herbst-A.;Adonis;A. annua;Z;NA;W
Adonisröschen;Frühlings-A.;Adonis;A. vernalis;Z;NA;W
Adonisröschen;Amur-A.;Adonis;A. amurensis;Z;NA;NA
Schmuckblume, Jägerkraut;Bibernellähnliche Sch.;Callianthemum;C. pimpinelloides f.;Z;NA;NA
Schmuckblume, Jägerkraut;Korianderblättrige Sch.;Callianthemum;C. coriandrifolium;Z;NA;NA
Schmuckblume, Jägerkraut;Schmalblättrige Sch.;Callianthemum;C. angustifolium;Z;NA;NA
Schmuckblume, Jägerkraut;Anemonen-Sch.;Callianthemum;C. anemonoides;Z;NA;NA
Schmuckblume, Jägerkraut;Kerner-Sch.;Callianthemum;C. kernerianum;Z;NA;NA
Vanilleblatt;Dreiblättriges V.;Achlys;A. triphylla;Z;NA;NA
Indianer-Blaubeere;Wiesenrautenähnliche I.;Caulophyllum;C. thalictroides;Z;NA;NA
Löwentrapp, Leontice;Löwentrapp, Leontice;Leontice;L. leontopetalum;Z;NA;NA
Bongardie;Bongardie;Bongardia;B. chrysogonum;Z;NA;NA
Vancouverie;Nördliche V., Rüsselsternchen;Vancouveria;V. hexandra;Z;NA;NA
Sockenblume, Elfenblume;Algerische S.;Epimedium;E. perralderianum;Z;NA;NA
Sockenblume, Elfenblume;Kolchische S.;Epimedium;E. pinnatum subsp. colchicum;Z;NA;NA
Sockenblume, Elfenblume;Großblütige S.;Epimedium;E. grandiflorum;Z;NA;NA
Sockenblume, Elfenblume;Japanische S.;Epimedium;C. japonica;Z;NA;NA
Skimmie;Japanische S.;Skimmia;S. japonica;Z;NA;NA
Sockenblume, Elfenblume;Behaarte S.;Epimedium;E. pubigerum;Z;NA;NA
Sockenblume, Elfenblume;Alpen-S.;Epimedium;E. alpinum;Z;NA;W
Säuerling;Alpen-S.;Oxyria;O. digyna;Z;NA;W
Sonnenröschen;Alpen-S.;Helianthemum;H. alpestre;Z;NA;W
Seidelbast;Alpen-S.;Daphne;D. alpina;Z;NA;NA
Steinbalsam;Alpen-S.;Erinus;E. alpinus;Z;NA;NA
Süßklee;Alpen-S.;Hedysarum;H. hedysaroides;Z;NA;W
Jeffersonie;Zweiblättrige J., Zwillingsblatt;Jeffersonia;J. diphylla;Z;NA;NA
Jeffersonie;Ganzblättrige J., Herzblattschale;Jeffersonia;J. dubia f.;Z;NA;NA
Maiapfel, Fußblatt;Chinesischer M.;Podophyllum;P. pleianthum;Z;NA;NA
Mannschild;Chinesischer M.;Androsace;A. sarmentosa;Z;NA;NA
Maiapfel, Fußblatt;Himalaja-M.;Podophyllum;P. hexandrum;Z;NA;NA
Maiapfel, Fußblatt;Nordamerikanischer M., Gewöhnlicher M., Entenfuß;Podophyllum;P. peltatum;Z;NA;NA
Schirmblatt;Schirmblatt;Diphylleia;D. cymosa;Z;NA;NA
Romneya;Coulter-R;Romneya;R. coulteri;Z;NA;NA
Stachelmohn;Mexikanischer St.;Argemone;A. mexicana;Z;NA;NA
Stachelmohn;Großblütiger St.;Argemone;A. grandiflora;Z;NA;NA
Stachelmohn;Rötlichweißer St.;Argemone;A. sanguinea;Z;NA;NA
Stachelmohn;Vielblütiger St.;Argemone;A. polyanthemos;Z;NA;NA
Mohn;Japan-M., Faurie-M.;Papaver;P. fauriei;Z;NA;NA
Mohn;Polar-M.;Papaver;P. radicatum;Z;NA;NA
Mohn;Grau-M.;Papaver;P. canescens;Z;NA;NA
Mohn;Altai-M., Island-M;Papaver;P. croceum;Z;NA;NA
Mohn;Alpen-M.;Papaver;P. alpinum;Z;NA;W
Mohn;Pfauen-M.;Papaver;P. pavoninum;Z;NA;W
Mohn;Orientalischer M.;Papaver;P. orientale;Z;NA;NA
Mohn;Scharlach-M., Arznei-M.;Papaver;P. bracteatum;N;NA;NA
Mohn;Falscher Orient-M.;Papaver;P. pseudo-orientale;Z;NA;NA
Mohn;Behaarter M.;Papaver;P. pilosum;Z;NA;NA
Mohn;Tulpen-M.;Papaver;P. glaucum;Z;NA;NA
Mohn;Garten-M., Schlaf-M.;Papaver;P. somniferum;Z;N;NA
Mohn;Klatsch-M;Papaver;P. rhoeas;Z;NA;W
Mohn;Ziegelroter M;Papaver;P. lateritium;Z;NA;NA
Mohn;Fels-M;Papaver;P. rupifragum;Z;NA;NA
Scheinmohn, Keulenmohn;Stachliger Sch.;Meconopsis;M. horridula f.;Z;NA;NA
Scheinmohn, Keulenmohn;Gelbhaariger Sch.;Meconopsis;M. integrifolia;Z;NA;NA
Scheinmohn, Keulenmohn;Fünfnerviger Sch.;Meconopsis;M. quintuplinervia;Z;NA;NA
Scheinmohn, Keulenmohn;Zottiger Sch., Cathcartie;Meconopsis;M. villosa;Z;NA;NA
Scheinmohn, Keulenmohn;Kambrischer Sch., Wald-Sch., Pyrenäen-Sch.;Meconopsis;M. cambrica;Z;NA;NA
Scheinmohn, Keulenmohn;Schöllkrautblättriger Sch.;Meconopsis;M. chelidoniifolia;Z;NA;NA
Scheinmohn, Keulenmohn;Rispiger Sch.;Meconopsis;M. paniculata;Z;NA;NA
Scheinmohn, Keulenmohn;Dhwoji-Sch.;Meconopsis;M. dhwojii;Z;NA;NA
Scheinmohn, Keulenmohn;Nepal-Sch., Satin-Sch.;Meconopsis;M. napaulensis;Z;NA;NA
Scheinmohn, Keulenmohn;Großer Sch.;Meconopsis;M. grandis;Z;NA;NA
Scheinmohn, Keulenmohn;Blauer Sch., Himalaja-Sch.;Meconopsis;M. betonicifolia;Z;NA;NA
Abendmohn;Abendmohn;Hesperomecon;H. linearis;Z;NA;NA
Breitfaden;Breitfaden, Cremeschale;Platystemon;P. californicus;Z;NA;NA
Schöllkrautmohn;Zweiblättriger Sch.;Stylophorum;St. diphyllum;Z;NA;NA
Schöllkraut;Schöllkraut;Chelidonium;Ch. Majus;Z;NA;W
Waldmohn;Japanischer W.;Hylomecon;H. japonica;Z;NA;NA
Wiesenknopf;Japanischer W.;Sanguisorba;S. obtusa;Z;NA;NA
Schneemohn;Schneemohn;Eomecon;E. chionantha;Z;NA;NA
Blutwurzel;Kanadische B.;Sanguinaria;S. canadensis;Z;NA;NA
Federmohn;Weißer F.;Macleaya;M. cordata;Z;NA;NA
Frauenschuh;Weißer F.;Cypripedium;C. candidum;Z;NA;NA
Federmohn;Ockerfarbiger F.;Macleaya;M. microcarpa;Z;NA;NA
Hornmohn;Gelber H.;Glaucium;G. flavum;Z;NA;NA
Hornmohn;Schuppiger H;Glaucium;G. squamigerum;Z;NA;NA
Hornmohn;Großblütiger H.;Glaucium;G. grandiflorum;Z;NA;NA
Hornmohn;Roter H;Glaucium;G. corniculatum;Z;NA;W
Dicranostigma;Salat-D.;Dicranostigma;D. lactucoides f.;Z;NA;NA
Dicranostigma;Franchet-D.;Dicranostigma;D. franchetianum;Z;NA;NA
Dicranostigma;Dünnstieliges D.;Dicranostigma;D. leptopodum;Z;NA;NA
Kappenmohn, Schlafmützchen;Kalifornischer K., Schlafmützchen;Eschscholzia;E. californica;Z;NA;NA
Kappenmohn, Schlafmützchen;Schmalblättriger K.;Eschscholzia;E. tenuifolia;Z;NA;NA
Mexikomohn;Mexikomohn;Hunnemannia;H. fumariifolia;Z;NA;NA
Lappenblume;Dünnfrüchtige L.;Hypecoum;H. leptocarpum f.;Z;NA;NA
Lappenblume;Niederliegende L.;Hypecoum;H. procumbens;Z;NA;NA
Lappenblume;Bartlose L.;Hypecoum;H. imberbe;Z;NA;NA
Herzblume;Goldne H.;Dicentra;D. chrysantha;Z;NA;NA
Herzblume;Zweifarbige H., Tränendes Herz;Dicentra;D. spectabilis;Z;NA;NA
Herzblume;Großblütige H.;Dicentra;D. macrantha;Z;NA;NA
Herzblume;Fernöstliche H.;Dicentra;D. peregrina;Z;NA;NA
Herzblume;Pazifische H.;Dicentra;D. formosa;Z;NA;NA
Herzblume;Zwerg-H.;Dicentra;D. eximia;Z;NA;NA
Herzblume;Kanadische H.;Dicentra;D. canadensis;Z;NA;NA
Haselwurz;Kanadische H.;Asarum;A. canadense;Z;NA;NA
Haargerste;Kanadische H.;Elymus;E. canadensis;N;Z;NA
Herzblume;Kapuzen-H., Zwerg-H., Holländerhosen;Dicentra;D. cucullaria;Z;NA;NA
Harlekinlerchensporn;Harlekinlerchensporn;Capnoides;C. sempervirens;Z;NA;NA
Doppelkappe;Doppelkappe;Adlumia;A. fungosa;Z;NA;NA
Lerchensporn;Aitchison-L.;Corydalis;C. aitchisonii;Z;NA;NA
Lerchensporn;Popow- L.;Corydalis;C. popovii;Z;NA;NA
Lerchensporn;Karatau-L.;Corydalis;C. schanginii;Z;NA;NA
Lerchensporn;Fingerblatt-L.;Corydalis;C. bracteata;Z;NA;NA
Lerchensporn;Edler L.;Corydalis;C. nobilis;Z;NA;NA
Lerchensporn;Wilson-L.;Corydalis;C. wilsonii;Z;NA;NA
Lerchensporn;Felsen-L., Wiesenrauten-L.;Corydalis;C. saxicola;Z;NA;NA
Lerchensporn;Farnblättriger L.;Corydalis;C. cheilanthifolia;Z;NA;NA
Lerchensporn;Karatau-L.;Corydalis;C. schanginii;Z;NA;NA
Lerchensporn;Kaschmir-L., Blauer Himalaja-L.;Corydalis;C. cashmeriana;Z;NA;NA
Lerchensporn;Sichuan-L.;Corydalis;C. flexuosa;Z;NA;NA
Lerchensporn;Finger-L.;Corydalis;C. solida;Z;NA;W
Lerchensporn;Hohler L.;Corydalis;C. cava;Z;NA;W
Scheinlerchensporn;Blassgelber Sch.;Pseudofumaria;P. alba;Z;NA;W
Scheinlerchensporn;Gelber Sch.;Pseudofumaria;P. lutea;Z;NA;W
Rankenlerchensporn;Rankenlerchensporn;Ceratocapnos;C. claviculata;Z;NA;W
Felserdrauch, Felsrauch;Afrikanischer F.;Rupicapnos;R. africanus;Z;NA;NA
Houttuynie;Houttuynie;Houttuynie;H. cordata;Z;NA;NA
Eidechsenschwanz;Kalifornischer E.;Anemopsis;A. californica;Z;NA;NA
Molchschwanz;Amerikanischer M.;Saururus;P. peltatu;Z;NA;NA
Molchschwanz;Asiatischer M.;Saururus;S. chinensis;Z;NA;NA
Urhaselwurz;Chinesische U.;Saruma;S. henryi;Z;NA;NA
Haselwurz;Arumblättrige H.;Asarum;A. arifolium;Z;N;NA
