Vernacular_name;Species;Genus;Author
Christophskraut;Rotes Ch.;Actaea;L.
Christophskraut;Dickstieliges Ch.;Actaea;L.
Nieswurz, Christrose;Stinkende N.;Helleborus;L.
Nieswurz, Christrose;Korsische N.;Helleborus;L.
Nieswurz, Christrose;Mallorquinische N.;Helleborus;L.
Nieswurz, Christrose;Frühe Christ-rose;Helleborus;L.
Nieswurz, Christrose;Groß-blütige Christrose;Helleborus;L.
Nieswurz, Christrose;Schwarze N., Christrose;Helleborus;L.
Nieswurz, Christrose;Wohlriechende N.;Helleborus;L.
Nieswurz, Christrose;Grüne N.;Helleborus;L.
Nieswurz, Christrose;Orientalische N.;Helleborus;L.
Winterling, Winterstern;Winterling;Eranthis;SALISB.
Muschelblümchen;Wiesenrauten-M.;Isopyrum;L.
Paraquilegia;Rasenbildende P.;Paraquilegia;J.
Paraquilegia;Anemonenähnliche P.;Paraquilegia;J.
Paraquilegia;Kleinblättrige P.;Paraquilegia;J.
Scheinakelei;Moschuskrautähnliche Sch.;NA;NA
Akelei;Gewöhnliche A.;Aquilegia;L.
Akelei;Spornlose A.;Aquilegia;L.
Akelei;Gold-A.;Aquilegia;L.
Akelei;Gelbliche A.;Aquilegia;L.
Akelei;Niedrige A.;Aquilegia;L.
Akelei;Sibirische A.;Aquilegia;L.
Akelei;Kurilen-A.;Aquilegia;L.
Akelei;Zwerg-A.;Aquilegia;L.
Akelei;Kurilen-A.;Aquilegia;L.
Akelei;Drüsige A.;Aquilegia;L.
Akelei;Laramie-A., Wyoming-A.;Aquilegia;L.
Akelei;Niedrige A.;Aquilegia;L.
Akelei;Kaukasische A.;Aquilegia;L.
Akelei;Balkanische A.;Aquilegia;L.
Akelei;Schwarzviolette A.;Aquilegia;L.
Akelei;Dunkle A.;Aquilegia;L.
Akelei;Kaukasische A.;Aquilegia;L.
Akelei;Alpen-A.;Aquilegia;L.
Akelei;Bertoloni-A.;Aquilegia;L.
Akelei;Gewöhnliche A.;Aquilegia;L.
Akelei;Japanische A.;Aquilegia;L.
Akelei;Gelbliche A.;Aquilegia;L.
Akelei;Schöne A.;Aquilegia;L.
Akelei;Shockley-A.;Aquilegia;L.
Akelei;Rote A.;Aquilegia;L.
Akelei;Einöde-A.;Aquilegia;L.
Akelei;Felsen-A.;Aquilegia;L.
Akelei;Aquilegia-Hybriden;Aquilegia;L.
Akelei;Rocky-Mountains-A.;Aquilegia;L.
Akelei;Kalifornische A.;Aquilegia;L.
Akelei;Langsporn-A.;Aquilegia;L.
Akelei;Goldsporn-A.;Aquilegia;L.
Akelei;Balkanische A.;Aquilegia;L.
Akelei;Japanische A.;Aquilegia;L.
Akelei;Schnee-A.;Aquilegia;L.
Akelei;Jones-A.;Aquilegia;L.
Akelei;Grünblütige A.;Aquilegia;L.
Akelei;Wiesenrauten-A.;Aquilegia;L.
Akelei;Kleinblütige A.;Aquilegia;L.
Akelei;Pyrenäen-A.;Aquilegia;L.
Akelei;Bertoloni-A.;Aquilegia;L.
Akelei;Korsische A.;Aquilegia;L.
Akelei;Wohlriechende A.;Aquilegia;L.
Akelei;Sierra Nevada-A.;Aquilegia;L.
Akelei;Angenehme A.;Aquilegia;L.
Akelei;Pyrenäen-A.;Aquilegia;L.
Akelei;Alpen-A.;Aquilegia;L.
Akelei;Jones-A.;Aquilegia;L.
Akelei;Grünblütige A.;Aquilegia;L.
Dotterblume;Schwimmende D.;Caltha;L.
Dotterblume;Westamerikanische D.;Caltha;L.
Dotterblume;Sumpf-D.;Caltha;L.
Trollblume;Kaschmir-T.;Trollius;L.
Trollblume;Chinesische T.;Trollius;L.
Trollblume;Asiatische T.;Trollius;L.
Trollblume;Niedrige T.;Trollius;L.
Trollblume, Kugelranunkel;Yunnan-T.;Trollius;L.
Schwarzkümmel;Damaszener Sch., Jungfer im Grünen, Braut in Haaren;Nigella;L.
Schwarzkümmel;Spanischer Sch.;Nigella;L.
Schwarzkümmel;Echter Sch.;Nigella;L.
Eisenhut, Sturmhut;Weißvioletter E.;Aconitum;L.
Eisenhut, Sturmhut;Hemsley-E.;Aconitum;L.
Eisenhut, Sturmhut;Windender E.;Aconitum;L.
Eisenhut, Sturmhut;Henry-E.;Aconitum;L.
Eisenhut, Sturmhut;Feinblatt-E., Blassgelber E., Giftheil;Aconitum;L.
Eisenhut, Sturmhut;Gelber E., Wolfs-E.;Aconitum;L.
Eisenhut, Sturmhut;Moldawischer E.;Aconitum;L.
Eisenhut, Sturmhut;Chinesischer E.;Aconitum;L.
Eisenhut, Sturmhut;Bunter E. –;Aconitum;L.
Eisenhut, Sturmhut;Blauer E.;Aconitum;L.
Eisenhut, Sturmhut;Rispen-E.;Aconitum;L.
Eisenhut, Sturmhut;Bunter E.;Aconitum;L.
Eisenhut, Sturmhut;Raustiel-E., Behaarter E.;Aconitum;L.
Eisenhut, Sturmhut;Tauern-E.;Aconitum;L.
Eisenhut, Sturmhut;Blauer E.;Aconitum;L.
Eisenhut, Sturmhut;Sudeten-E.;Aconitum;L.
Rittersporn;Garten-Rittersporne;Delphinium;L.
Rittersporn;Garten-Rittersporne;Consolida;(DC.)
Rittersporn;Gelber R.;Delphinium;L.
Rittersporn;Gelber R.;Consolida;(DC.)
Rittersporn;Roter R.;Delphinium;L.
Rittersporn;Roter R.;Consolida;(DC.)
Rittersporn;Nacktstängliger R.;Delphinium;L.
Rittersporn;Nacktstängliger R.;Consolida;(DC.)
Rittersporn;Mittelmeer-R., Stephanskraut;Delphinium;L.
Rittersporn;Mittelmeer-R., Stephanskraut;Consolida;(DC.)
Rittersporn;Requien-R.;Delphinium;L.
Rittersporn;Requien-R.;Consolida;(DC.)
Rittersporn;Himalaja-R.;Delphinium;L.
Rittersporn;Himalaja-R.;Consolida;(DC.)
Rittersporn;Hoher-R.;Delphinium;L.
Rittersporn;Hoher-R.;Consolida;(DC.)
Rittersporn;Kaschmir-R.;Delphinium;L.
Rittersporn;Kaschmir-R.;Consolida;(DC.)
Rittersporn;Schlitzblättriger R.;Delphinium;L.
Rittersporn;Schlitzblättriger R.;Consolida;(DC.)
Rittersporn;Großblütiger R.;Delphinium;L.
Rittersporn;Großblütiger R.;Consolida;(DC.)
Rittersporn;Sichuan-R.;Delphinium;L.
Rittersporn;Sichuan-R.;Consolida;(DC.)
Rittersporn;Feld-R.;Delphinium;L.
Rittersporn;Feld-R.;Consolida;(DC.)
Rittersporn;Garten-R.;Delphinium;L.
Rittersporn;Garten-R.;Consolida;(DC.)
Rittersporn;Orientalischer R.;Delphinium;L.
Rittersporn;Orientalischer R.;Consolida;(DC.)
Wiesenraute;Alpen-W.;Thalictrum;L.
Wiesenraute;Chinesische W.;Thalictrum;L.
